ISBN,Titulo,Autor,Editorial,FechaPublicacion,Edicion,Idioma,Paginas,Descripcion,Categorias,Ejemplares
978-6-798-62760-5,El diario del capitán Arsenio : la máquina de volar,"Bernasconi, Pablo",Sudamericana,1926,Primera,Español,0,,,1
978-2-304-86349-9,El dinero. De dónde vino/ Adónde fue,"Galbrait, John Kenneth",Orbis/ Hypamerica,1983,Primera,Español,0,,,1
978-2-845-52272-5,El dinosaurio Carmelito y Fofo y la sirena,"Mariño, Ricardo",Sigmar,1926,Primera,Español,0,,,1
978-7-139-15848-2,El doctor Jekyll y mister Hyde,"Stevenson, Robert Louis",OMGSA,1926,Primera,Español,0,,,1
978-1-182-57995-9,El doctor Zhivago,"Pasternak, Boris",La novela inolvidable,1926,Primera,Español,0,,,1
978-4-661-79811-7,El dragón de la montaña,"Schujer, Silvia",La Valijita,1926,Primera,Español,0,,,1
978-7-597-00484-0,El economista como predicador y otros ensayos I,"Stugler, George J.",Orbis/ Hypamerica,1983,Primera,Español,0,,Economía,1
978-5-876-65593-6,El economista como predicador y otros ensayos II,"Stugler, George J.",Orbis/ Hypamerica,1983,Primera,Español,0,,Economía,1
978-8-573-22597-6,El Egipto Faraónico. 2,-,Clarín,2005,Primera,Español,0,,Historia Universal,1
978-7-739-65461-2,El elefante generoso,"Acuña, Luciana",Eme/ Clarín,2013,Primera,Español,0,,Lit Infantil (rojo),1
978-6-968-36435-4,El encanto de la oscuridad,"Gnone, Elizsabetta",Destino,2016,Primera,Español,0,,Lit. Juvenil,1
978-9-972-59300-0,El enigma de Herbert Hjortsberg,"Correa Luna, Hugo R.",El Cobre,1926,Primera,Español,0,,,1
978-7-290-38252-8,El enigma Vivaldi,"Harris, Peter",Plaza Janés,2006,Primera,Español,0,,Lit. EEUU,1
978-0-404-15253-6,El enigmatico Mr. Quin,"Christie, Agatha",Molino,1926,Primera,Español,0,,,1
978-5-358-62523-5,El entenado,"Saer, Juan José",Seix Barral,1926,Primera,Español,0,,,1
978-8-564-49682-8,El escarabajo de oro,"Poe, Edgar Allan",Estrada,1926,Primera,Español,0,,,1
978-1-901-77632-4,El escarabajo de oro : y otros cuentos,"Poe, Edgar Allan",Hyspamerica,1926,Primera,Español,0,,,1
978-2-130-30571-2,El esclavo del demonio,"de Amescua, Mira",Zaragoza,1926,Primera,Español,0,,,1
978-7-645-25535-4,El escritor y la industria cultural,"Alberdi, J.B., Payro, R.J. y otros",Centro editor de America Latina,1926,Primera,Español,0,,,1
978-0-068-11900-5,El espacio,-,National Geographic,1926,Primera,Español,0,,,1
978-8-168-98183-6,El espacio : en la punta de sus dedos,"Nayer, Judy",Mc Clanahan,1926,Primera,Español,0,,,1
978-0-737-49297-2,El espejo africano,"Bodoc, Liliana",SM,2017,Primera,Español,0,,,1
978-5-289-07075-3,El espejo distraído : (versicuentos),"Bornemann, Elsa",Plus Ultra,1926,Primera,Español,0,,,1
978-1-091-03719-9,El espía que surgió del frío,"Le Carre, John",Bruguera ,1926,Primera,Español,0,,,1
978-2-258-61619-6,El esqueleto del skate,"Stone, Tom B.",Albatros,1926,Primera,Español,0,,,1
978-2-823-91103-9,El estado rebelde: Buenos Aires entre 1850/1860,"Saenz Quesada, María ",De Belgrano,1982,Primera,Español,0,,Historia Argentina,1
978-3-064-09312-6,El eternauta,"Osterheld, Héctor G.",Récord,1926,Primera,Español,0,,,1
978-1-191-16645-4,El Evangelio según Jesucristo,"Saramago, José",Punto de lectura,1926,Primera,Español,0,,,1
978-2-871-55650-3,El exiliado de Capri,"Peyrefitte, Roger",Sudamericana,1926,Primera,Español,0,,,1
978-4-983-46754-8,El Expansionismo Europea. 12,-,Clarín,2005,Primera,Español,0,,Historia Universal,1
978-2-050-17040-7,El expediente negro : novela,"Séchan, Olivier",La Reja,1926,Primera,Español,0,,,1
978-9-846-32878-3,El explorador del cuerpo humano,"Dawson, Paul",El Ateneo,1926,Primera,Español,0,,,1
978-9-765-79640-3,El expreso oro : (novela),"Lambert, Derek",Atlántida,1926,Primera,Español,0,,,1
978-5-169-82319-6,El extraño,"Applegate, K. A.",Animorphs,1926,Primera,Español,0,,,1
978-8-959-42013-1,El extraño caso del Doctor Jekyll y el señor Hyde,"Stevenson, Robert Louis",Estrada,1926,Primera,Español,0,,,1
978-4-547-42614-1,El extraño caso del Dr. Jekyll y Mr. Hyde,"Stevenson, Robert Louis",Cantaro,1926,Primera,Español,0,,,1
978-1-586-30551-2,El extraño viaje de Sindbad el marino,"Montes, Graciela",Gramón,1926,Primera,Español,0,,,1
978-9-118-74601-7,El fantasma de Canterville,"Wilde, Oscar",Kapelusz,1926,Primera,Español,0,,,1
978-1-821-17252-7,El fantasma de Canterville : y otros cuentos,"Wilde, Oscar",Sigmar,1926,Primera,Español,0,,,1
978-8-531-57606-5,El fantásma de Canterville y otros cuentos,"Wilde, Oscar",Norma,1926,Primera,Español,0,,,1
978-2-049-47431-8,El fantasma de Canterville.,"Wilde, Oscar",Página 12,1926,Primera,Español,0,,,1
978-5-498-93287-3,El fantasma de Canterville. El crimen de Lord Arturo Savile,"Wilde, Oscar",Espasa-Calpe,1926,Primera,Español,0,,,1
978-0-596-52105-9,El fantasma de Gardel ataca el Abasto,"González, Eduardo",Norma,2005,Primera,Español,0,,,1
978-4-769-01921-3,El fantásma de la ópera,"Leroux, Gastón",Andrés Bello,1926,Primera,Español,0,,,1
978-6-183-59685-1,El fantasma de palacio,"Lobe, Mira",SM,2004,Primera,Español,0,,,1
978-6-273-57063-1,El fantasma del auditorio,"Stine, R. L",Norma,1997,Primera,Español,0,,Antología InfantoJuvenil,1
978-0-350-07977-2,El Fantástico Mundo de los Duendes. Seres Maravillosos,,Arquetipo Grupo Editorial,1926,Primera,Español,0,,,1
978-3-869-33290-1,El faro del fin del mundo,"Verne, Julio",Antartica,1926,Primera,Español,0,,,1
978-1-644-47515-7,El faro del fin del mundo. La sirena,"Verne, Julio. Bradbury, Ray",Cantaro,1926,Primera,Español,0,,,1
978-8-652-87943-4,El fin del mundo y un despiadado país de las maravillas,"Murakami, Haruki",Tuquets,1926,Primera,Español,0,,,1
978-9-848-24560-6,El flautista de Hamelin,-,[Betina],1926,Primera,Español,0,,,1
978-8-768-65188-7,El folletín,"Troncoso, Oscar",Centro editor de América Latina,1982,Primera,Español,0,,,1
978-7-207-21573-4,El fracaso de un artista o El rico pobre,"García Ferré, Manuel",Clarín,2011,Primera,Español,0,,Historieta,1
978-2-378-98185-3,El fuego,"González, Miriam. Uriona, Roberto",Colihue,1926,Primera,Español,0,,,1
978-8-659-33453-0,"El fuego y los cuentacuentos : mitos americanos de los indios Lenguas, Chiriguanos, Sipaia, Creek, Alabama y Karok","Ferro, Beatriz",Página 12,1926,Primera,Español,0,,,1
978-5-673-50844-2,El futuro que fue,"Cáceres, Germán",Salim,2013,Primera,Español,0,,,1
978-8-497-56173-0,El gallo pinto,"Villafañe, Javier",Hachette,1926,Primera,Español,0,,,1
978-1-689-70679-7,El gallo Quiquiricó y Los zancos traviesos,Granata. María,Sigmar,1926,Primera,Español,0,,,1
978-0-407-50916-0,El gato con botas,"Perrault, Charles",[Cochrane],1926,Primera,Español,0,,,1
978-8-237-50029-6,El gato en ojotas,"Álvarez Rivera, Verónica",RiderChail,2017,Primera,Español,0,,Lit Infantil (rojo),1
978-6-831-64289-3,El gato Mog,"Aiken, Joan",SM,1987,Primera,Español,0,,,1
978-9-902-46788-3,El gato negro y otros cuentos,"Poe, Edgar Allan",Need,1926,Primera,Español,0,,,1
978-5-696-43074-4,El Gatopardo,"Tomasi di Lampedusa, Giusseppe",Altaya,1926,Primera,Español,0,,,1
978-4-117-26939-0,El general en su laberinto,"García Márquez, Gabriel",Sudamericana,1926,Primera,Español,0,,,1
978-7-081-07326-0,"El general, el pintor y las dama","Miguel, María Esther de",Planeta,1926,Primera,Español,0,,,1
978-3-029-46463-3,El gigante amapolas. El matadero,"Alberdi, Juan Bautista. Echeverria, Esteban",Letra impresa,1926,Primera,Español,0,,,1
978-4-215-22533-5,El globo azul,"Rossi, Julia & Cuello, Jorge",Comunicarte,1926,Primera,Español,0,,,1
978-5-617-32085-7,El golpe,"Updike, John",Emecé,1926,Primera,Español,0,,,1
978-3-714-83526-7,El gozante. Antología Poética,"Castilla, Manuel J.",Colihue,1926,Primera,Español,0,,,1
978-0-988-57005-4,El gran Meaulnes,"Fournier, Alain",La Reja,1926,Primera,Español,0,,,1
978-2-827-97476-4,El gran partido,"Chamorro, Verónica",Edelvives,2018,Primera,Español,0,,Lit. Infantil (rosa),1
978-9-568-08172-0,El gran robo del tren,"Crichton, Michael",Círculo de lectores,1926,Primera,Español,0,,,1
978-4-271-36195-4,El gran tesoro de los cuentos de hadas IV. Libro 1,,Tormont,1926,Primera,Español,0,,,1
978-0-876-38913-3,El grito de la grulla,"Omeñaca, Samuel Alonso",Edelvives,2013,Primera,Español,0,,,1
978-1-994-64359-6,El grotesco criollo: Discépolo-Cossa. Stéfano. La Nona,"Discépolo, Armando. Cossa, Roberto",Colihue,1926,Primera,Español,0,,,1
978-0-021-69916-2,El guante de hierro y la mariposa,"Heredia, José Miguel",La crujía,1926,Primera,Español,0,,,1
978-6-152-89666-1,El guardian entre el centeno,"Salinger, J. D.",Alianza,1926,Primera,Español,0,,,1
978-7-879-64267-8,El guiso de la lenteja,"Schujer, Silvia",La Valijita,1926,Primera,Español,0,,,1
978-8-833-02763-0,El gusanito que se hizo mariposa,-,[Librería Rodríguez],1926,Primera,Español,0,,,1
978-4-766-83193-1,El hacedor,"Borges, Jorge Luis",EMECÉ,1926,Primera,Español,0,,,1
978-7-124-44113-1,"El hacedor. El otro, el mismo","Borges, Jorge Luis",Sudamericana,2011,Primera,Español,0,,Lit. Argentina,1
978-2-724-32042-8,El hada del zapato,"Galmez, Griselda",Colihue,1926,Primera,Español,0,,,1
978-4-962-33607-0,El halcón maltés,"Hammett, Dashiell",Aliaza,1926,Primera,Español,0,,,1
978-4-178-94572-1,El héroe y otros cuentos,"Mariño, Ricardo",Alfaguara,1926,Primera,Español,0,,,1
978-1-772-24336-9,El Hidalgo y el Honor,"Garcia Valdecasas, Alfonso",Revista de Occidente,1926,Primera,Español,0,,,1
978-6-074-07735-3,El hígado,-,Planeta,1926,Primera,Español,0,,,1
978-0-796-87842-7,El hijo de Rosemary,"Levin, Ira",Grijalbo mondadori,1926,Primera,Español,0,,,1
978-7-943-85322-1,El hijo del elefante y otros cuentos,"Kipling, Rudyard",Colihue,2013,Primera,Español,0,,Lit. Infantil (Rosa)/Cuentos,1
978-7-166-25540-6,El hilo invisible de la naturaleza,"Accinelli, Gianumberto",Libros del zorro rojo,1926,Primera,Español,0,,,1
978-0-643-85715-5,El hogar de Miss Peregrine para niños peculiares,"Riggs, Ransom",Destino - Cross Books,2016,Primera,Español,0,,Lit. Juvenil,1
978-0-422-43130-9,El hombre de arena y La noche de San Silvestre,"Hoffman, Ernest T. A",Mandioca,2011,Primera,Español,0,,,1
978-0-673-77525-2,El hombre de fin de semana,"Wright, Richard",Emecé,1926,Primera,Español,0,,,1
978-2-307-79746-3,El hombre de los círculos azules,"Vargas, Fres",Punto de lectura,1926,Primera,Español,0,,,1
978-2-553-22366-2,El hombre de los cuarenta escudos,Voltaire,Página 12,1926,Primera,Español,0,,,1
978-8-488-78086-7,El hombre de los pies - murciélagos,Rebeldes,Norma,2018,Primera,Español,0,,Lit. Juvenil,1
978-2-605-14057-2,El hombre de mundo y la muerte de cesar,"de la Vega, Ventura",Espasa-Calpe,1926,Primera,Español,0,,,1
978-3-574-27711-5,El hombre ilustrado,"Bradbury, Ray",Minotauro,1926,Primera,Español,0,,,1
978-2-529-77912-4,El hombre invisible,"Wells, Herbert George",Hyspamerica,1926,Primera,Español,0,,,1
978-6-758-49656-2,El hombre lobo del pantano,"Stine, R. L",Norma,1926,Primera,Español,0,,,1
978-1-297-33618-8,El hombre que calculaba,"Tahan, Malba",Santiago Rueda,1926,Primera,Español,0,,,1
978-1-250-23068-3,El hombre que llegó a un pueblo,"Tizón, Héctor",Andrés Bello,1926,Primera,Español,0,,,1
978-5-354-51831-9,El hombre y el ambiente,-,Larousse,1926,Primera,Español,0,,,1
978-0-132-93479-4,El hombrecito de la lluvia,"Rodari, Gianni",Alfaguara,2015,Primera,Español,0,,Lit. Infantil (Rojo),1
978-5-475-91448-9,El hombrecito de Mazapán,-,[Océano],1926,Primera,Español,0,,,1
978-6-384-81935-3,El hombrecito I x,"Luján, Jorge",Nostra,1926,Primera,Español,0,,,1
978-5-753-82935-1,El hombrecito verde y su pájaro,"Devatch, Laura",Colihue,1926,Primera,Español,0,,,1
978-7-375-58472-4,El horrible sueño de Harriet y otros cuentos de terror,Antología,Fondo de Cultura Económica,1926,Primera,Español,0,,,1
978-7-265-99033-8,El huésped de Drácula,"Stoker, Bram",Las novelas del verano,1926,Primera,Español,0,,,1
978-5-854-05283-2,El humor de Nik en La Nación,,La Nación,1926,Primera,Español,0,,,1
978-8-255-35651-6,El humor de Nik en La Nación 2,,La Nación,1926,Primera,Español,0,,,1
978-8-698-05704-9,El hundimiento de la casa Usher y otros relatos,"Poe, Edgar Allan",Argonauta,1926,Primera,Español,0,,,1
978-0-203-58284-8,El imperio Inca,-,Billiken,1926,Primera,Español,0,,,1
978-9-638-71280-6,El Imperio Romano. 5,-,Clarín,2005,Primera,Español,0,,Historia Universal,1
978-1-460-82147-3,El increible robo del escondite secreto,"Mc Loughlin, Juan Pedro",Cantaro,2003,Primera,Español,0,,,1
978-9-216-83932-1,El increíble robo del escondite secreto,"Mc Loughlin, Juan Pedro",Cántaro,1926,Primera,Español,0,,,1
978-5-890-94133-6,El increíble secreto de Supermax : novela en episodios,"Skilton, Graciela",[Cántaro],1926,Primera,Español,0,,,1
978-9-946-71680-0,El infiltrado,"Le Carré, John ",Emecé,1926,Primera,Español,0,,,1
978-0-762-75180-8,El informe de Brodeck,"Claudel, Philippe",Salamandra,1926,Primera,Español,0,,,1
978-0-687-49730-0,El informe de Brodie,"Borges, Jorge Luis",Planeta,1926,Primera,Español,0,,,1
978-4-662-09528-4,El ingenioso hidalgo Don Quijote de la Mancha,"Cervantes Saavedra, Miguel de",Saturnino Calleja,1926,Primera,Español,0,,,1
978-4-477-34138-5,El ingenioso hidalgo don Quijote de la Mancha,"Cervante Saavedra, Miguel de",Kapeluz,1926,Primera,Español,0,,,1
978-0-362-71755-6,El ingenioso hidalgo Don Quijote de la Mancha : 1,"Cervantes, Miguel de",Planeta,1926,Primera,Español,0,,,1
978-1-026-82790-1,El ingenioso hidalgo Don Quijote de la Mancha : 2,"Cervantes, Miguel de",Planeta,1926,Primera,Español,0,,,1
978-4-618-13313-8,El ingenioso hidalgo Don Quijote de la Mancha : edición para la juventud,"Cervantes Saavedra, Miguel de",Estrada,1926,Primera,Español,0,,,1
978-8-760-37544-6,El ingenioso hidalgo Don Quijote de la Mancha : tomo II,"Cervantes Saavedra, Miguel de",Sopena,1926,Primera,Español,0,,,1
978-6-251-23528-6,El ingenioso Hidalgo Miguel de Cervantes Saavedra,"Navarro y Ledesma, Francisco",Espasa-Calpe,1926,Primera,Español,0,,,1
978-3-911-18432-8,El innombrable,"Beckett, Samuel",Orbis,1926,Primera,Español,0,,,1
978-9-136-84629-4,El insoportable,"Mariño, Ricardo",Alfaguara,2015,Primera,Español,0,,,1
978-9-167-59906-0,El jaguar,"Accame, Jorge",Sudamericana,1995,Primera,Español,0,,,1
978-4-364-92962-7,El jaguar enamorado,"Mariño, Ricardo",Sigmar,1926,Primera,Español,0,,,1
978-2-516-51971-9,El jaguar y la araña; el diablo barba verde : leyendas mapuches,"Palermo, Miguel Ángel (comp.)",Genios,1926,Primera,Español,0,,,1
978-6-456-98777-5,El jamón del sánguche,"Bialet, Graciela",Norma,1926,Primera,Español,0,,,1
978-2-457-81069-2,El jinete de bronce,"Simons, Paullina",Debolsillo,1926,Primera,Español,0,,,1
978-0-530-37251-8,El jinete del dragón,"Funke, Cornelia",Fondo de cultura económica,2008,Primera,Español,0,,,1
978-5-881-83409-8,El jinete polaco,"Muñóz Molina, Antonio",RBA,1926,Primera,Español,0,,,1
978-3-419-98858-9,El jinete sin cabeza : la leyenda de Sleepy Hollow,"Irving, Washinton",Estrada,2020,Primera,Español,0,,,1
978-0-865-20447-8,El jorobadito,"Arlt, Roberto",Losada,1926,Primera,Español,0,,,1
978-4-540-10976-8,El joven Indiana Jones y los caballeros fantasmales,Mc Cay William,Molino,1991,Primera,Español,0,,,1
978-2-873-00817-8,El juego del ángel,"Ruiz Zafón, Carlos",Planeta,1926,Primera,Español,0,,,1
978-6-367-38142-6,El jugador,"Dostoyevski, Fedor",Salvat,1926,Primera,Español,0,,,1
978-5-815-79088-9,El juguete del rey,"Tibaudin, Aldo",Hombre y camino,1926,Primera,Español,0,,,1
978-6-718-95674-7,El Juguete rabioso,"Arlt, Roberto",Espasa-Calpe,1926,Primera,Español,0,,,1
978-0-696-56925-8,El juguete Rabioso,"Arlt, Roberto",Página 12,1926,Primera,Español,0,,,1
978-6-082-03760-8,El juguete rabioso,"Arlt, Roberto",Club Bruguera,1926,Primera,Español,0,,,1
978-0-851-83928-8,El juramento de los Centenera,"Carreras de Sosa, Lydia",Edelvives,2007,Primera,Español,0,,,1
978-1-551-22666-8,El lado de la sombra,"Bioy Casares, Adolfo",Emecé,1926,Primera,Español,0,,,1
978-3-495-39893-7,El lago de cristal,"Binchy, Maeve",Emecé,1926,Primera,Español,0,,,1
978-9-806-56527-2,El largo viaje,"Semprún, Jorge",Tusquets,1926,Primera,Español,0,,,1
978-0-779-87523-8,El Lazarillo de Thormes,"Mendoza, Hurtado de ",La Nena,1926,Primera,Español,0,,,1
978-2-618-43670-9,El Lazarillo de Tormes,Anónimo,ALBA,1926,Primera,Español,0,,,1
978-9-746-18462-5,El lazarillo de Tormes,-,Gradifco,1926,Primera,Español,0,,,1
978-6-465-12702-5,El lazo invisible,"Holt, Victoria. Carr, Phillippa",Javier Vergara,1926,Primera,Español,0,,,1
978-1-125-36100-9,El lector,"Schlink, Bernhard",Anagrama,1926,Primera,Español,0,,,1
978-2-980-10283-7,El legado de San Martín,Comisión Nacional de Homenaje al Bicentenario del Nacimiento del General D. José de San Martín,Instituto Nacional Sanmartiniano,1978,Primera,Español,0,,Historia Argentina,1
978-8-172-99816-5,El leño viviente,"Wohl, Louis de",Abril,1926,Primera,Español,0,,,1
978-1-242-17591-6,El león rendido,"González, Eduardo",Alfaguara,2013,Primera,Español,0,,,1
978-9-457-55073-3,El libro de ciencias de Chapuzón 1,-,Santillana,1926,Primera,Español,0,,,1
978-5-470-14953-4,El libro de la selva,,LIBSA,1926,Primera,Español,0,,,1
978-7-151-96763-5,El libro de las camas,"Plath, Sylvia",Libros del zorro rojo,1926,Primera,Español,0,,,1
978-6-232-12615-2,El libro de las historias de la Biblia,-,Ediciones B,1926,Primera,Español,0,,,1
978-1-130-67723-2,El libro de las mil cosas,"Barbieri, Vicente",Plus Ultra,1926,Primera,Español,0,,,1
978-5-997-85783-7,El libro de las Mujeres,"Shua, Ana María",Alfaguara,1926,Primera,Español,0,,,1
978-5-644-68992-7,El libro de lectura del bicentenario : inicial,-,Ministerio de Educación,1926,Primera,Español,0,,,1
978-1-316-99301-9,El libro de lectura del bicentenario : primaria I,-,Ministerio de educación,1926,Primera,Español,0,,,1
978-1-101-94499-8,El libro de lectura del bicentenario : primaria II,-,Ministerio de educación,1926,Primera,Español,0,,,1
978-1-813-79921-3,El libro de lectura del bicentenario : secundaria I,,Ministerio de Educación,1926,Primera,Español,0,,,1
978-3-599-87573-0,El libro de lectura del bicentenario : secundaria II,,Ministerio de Educación,1926,Primera,Español,0,,,1
978-0-026-89451-7,El libro de los 1001 porqué de la historia. Cómo - Cuándo - Dónde - Quién,,Visor,1926,Primera,Español,0,,,1
978-6-224-89970-5,El libro de los avechuchos,"Tussié, Ana María",Plus Ultra,1926,Primera,Español,0,,,1
978-8-844-56740-8,El libro de los ositos: Para aprender las Virtudes,"Schindler, María Eugenia",Lumen,2005,Primera,Español,0,,,1
978-1-586-22375-5,El libro del Bosque. Versos de meditación,"Capdevila, Arturo",Guillermo Kraft ,1926,Primera,Español,0,,,1
978-8-792-94022-3,El licenciado Vidriera,"Cervantes Saavedra, Miguel de",Kapelusz,1926,Primera,Español,0,,,1
978-1-153-17761-0,El líder resonante crea más,"Goleman, Daniel",Plaza & Jané,1926,Primera,Español,0,,,1
978-9-120-87321-3,El linyera y pasión de Roma,"Larreta, Enrique",Espasa- Calpe,1926,Primera,Español,0,,,1
978-2-035-00695-0,El lobo de mar sale a pescar,-,Ultramar,1926,Primera,Español,0,,,1
978-7-919-73452-3,El lobo Rodolfo,"Hilb, Vera, Claudia y Nora",Alfaguara,2012,Primera,Español,0,,Lit. Infantil (Rosa c),1
978-8-822-66954-4,El lobo y el cordero : en el sueño de la niña,"Colasanti, Marina",Continente,1926,Primera,Español,0,,,1
978-0-002-99625-9,El loro pelado y otros cuentos de la selva,"Quiroga, Horacio",Colihue,1926,Primera,Español,0,,,1
978-9-248-98511-9,El lugar de los leones,"Campbell, Eric",Norma,1999,Primera,Español,0,,,1
978-0-632-28922-6,El mago de Lublin,"Bashevis Singer, Isaac",Orbis,1926,Primera,Español,0,,,1
